theme,question,characteristic,base_group,group,odds_ratio,conf_lower,conf_upper,population_perc,base_perc
Doctor,The doctor listened to me,Religion,Church of Scotland,Other Christian,0.941,0.8390000000000001,1.057,0.07825155081095563,0.43221427639126464
Doctor,I felt that the doctor had all the information needed to treat me,Religion,Church of Scotland,Other Christian,0.825,0.7609999999999999,0.894,0.07825155081095563,0.43221427639126464
Doctor,The doctor was considerate and understanding,Religion,Church of Scotland,Other Christian,0.9490000000000001,0.866,1.0390000000000001,0.07825155081095563,0.43221427639126464
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Religion,Church of Scotland,Other Christian,0.8859999999999999,0.816,0.963,0.07825155081095563,0.43221427639126464
Doctor,I felt confident in the doctor's ability to treat me,Religion,Church of Scotland,Other Christian,0.8390000000000001,0.775,0.909,0.07825155081095563,0.43221427639126464
Doctor,I had enough time with the doctor,Religion,Church of Scotland,Other Christian,0.878,0.805,0.9570000000000001,0.07825155081095563,0.43221427639126464
Nurse,The nurse listened to me,Religion,Church of Scotland,Other Christian,0.757,0.66,0.867,0.07825155081095563,0.43221427639126464
Nurse,I felt that the nurse had all the information needed to treat me,Religion,Church of Scotland,Other Christian,0.764,0.6809999999999999,0.857,0.07825155081095563,0.43221427639126464
Nurse,The nurse was considerate and understanding,Religion,Church of Scotland,Other Christian,0.7709999999999999,0.6729999999999999,0.882,0.07825155081095563,0.43221427639126464
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Religion,Church of Scotland,Other Christian,0.745,0.672,0.8270000000000001,0.07825155081095563,0.43221427639126464
Nurse,I felt confident in the nurse's ability to treat me,Religion,Church of Scotland,Other Christian,0.743,0.659,0.8370000000000001,0.07825155081095563,0.43221427639126464
Nurse,I had enough time with the nurse,Religion,Church of Scotland,Other Christian,0.8029999999999999,0.688,0.9359999999999999,0.07825155081095563,0.43221427639126464
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Religion,Church of Scotland,Other Christian,0.9470000000000001,0.872,1.028,0.07825155081095563,0.43221427639126464
Medicines,It was easy enough for me to get my medicines,Religion,Church of Scotland,Other Christian,0.9059999999999999,0.7929999999999999,1.035,0.07825155081095563,0.43221427639126464
Medicines,I knew enough about what my medicines were for,Religion,Church of Scotland,Other Christian,1.036,0.9,1.192,0.07825155081095563,0.43221427639126464
Medicines,I knew enough about possible side effects of my medicines,Religion,Church of Scotland,Other Christian,0.879,0.8240000000000001,0.9390000000000001,0.07825155081095563,0.43221427639126464
Medicines,I would know what to do if I had any problems with my medicines,Religion,Church of Scotland,Other Christian,0.836,0.768,0.909,0.07825155081095563,0.43221427639126464
Medicines,I took my prescription as I was supposed to,Religion,Church of Scotland,Other Christian,0.657,0.557,0.7759999999999999,0.07825155081095563,0.43221427639126464
Overall care,I am treated with dignity and respect,Religion,Church of Scotland,Other Christian,0.9640000000000001,0.884,1.052,0.07825155081095563,0.43221427639126464
Overall care,I am treated with kindness and understanding,Religion,Church of Scotland,Other Christian,0.895,0.8290000000000001,0.965,0.07825155081095563,0.43221427639126464
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Religion,Church of Scotland,Other Christian,1.046,0.965,1.1340000000000001,0.07825155081095563,0.43221427639126464
Out of Hours,I felt that the person had all the information needed to treat me,Religion,Church of Scotland,Other Christian,0.91,0.8190000000000001,1.011,0.07825155081095563,0.43221427639126464
Out of Hours,I felt that I got the right treatment or advice,Religion,Church of Scotland,Other Christian,0.9420000000000001,0.8440000000000001,1.051,0.07825155081095563,0.43221427639126464
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Religion,Church of Scotland,Muslim,0.643,0.474,0.872,0.009411344448337215,0.43221427639126464
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Religion,Church of Scotland,Muslim,0.7140000000000001,0.579,0.88,0.009411344448337215,0.43221427639126464
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Religion,Church of Scotland,Muslim,0.7340000000000001,0.619,0.87,0.009411344448337215,0.43221427639126464
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Religion,Church of Scotland,Muslim,0.8079999999999999,0.6709999999999999,0.973,0.009411344448337215,0.43221427639126464
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Religion,Church of Scotland,Muslim,0.653,0.552,0.774,0.009411344448337215,0.43221427639126464
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Religion,Church of Scotland,Muslim,0.922,0.754,1.126,0.009411344448337215,0.43221427639126464
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Religion,Church of Scotland,Muslim,0.617,0.495,0.77,0.009411344448337215,0.43221427639126464
At your GP surgery,How clean is your GP surgery or health centre?,Religion,Church of Scotland,Muslim,1.02,0.8540000000000001,1.218,0.009411344448337215,0.43221427639126464
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Religion,Church of Scotland,Muslim,0.8240000000000001,0.696,0.977,0.009411344448337215,0.43221427639126464
Doctor,The doctor listened to me,Religion,Church of Scotland,Muslim,0.83,0.635,1.084,0.009411344448337215,0.43221427639126464
Doctor,I felt that the doctor had all the information needed to treat me,Religion,Church of Scotland,Muslim,0.9179999999999999,0.7140000000000001,1.179,0.009411344448337215,0.43221427639126464
Doctor,The doctor was considerate and understanding,Religion,Church of Scotland,Muslim,0.903,0.718,1.136,0.009411344448337215,0.43221427639126464
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Religion,Church of Scotland,Muslim,0.878,0.7090000000000001,1.087,0.009411344448337215,0.43221427639126464
Doctor,I felt confident in the doctor's ability to treat me,Religion,Church of Scotland,Muslim,0.795,0.622,1.0170000000000001,0.009411344448337215,0.43221427639126464
Doctor,I had enough time with the doctor,Religion,Church of Scotland,Muslim,0.787,0.609,1.0170000000000001,0.009411344448337215,0.43221427639126464
Nurse,The nurse listened to me,Religion,Church of Scotland,Muslim,1.088,0.682,1.7369999999999999,0.009411344448337215,0.43221427639126464
Nurse,I felt that the nurse had all the information needed to treat me,Religion,Church of Scotland,Muslim,0.845,0.59,1.212,0.009411344448337215,0.43221427639126464
Nurse,The nurse was considerate and understanding,Religion,Church of Scotland,Muslim,0.6890000000000001,0.498,0.9540000000000001,0.009411344448337215,0.43221427639126464
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Religion,Church of Scotland,Muslim,0.732,0.556,0.963,0.009411344448337215,0.43221427639126464
Nurse,I felt confident in the nurse's ability to treat me,Religion,Church of Scotland,Muslim,0.7070000000000001,0.49700000000000005,1.005,0.009411344448337215,0.43221427639126464
Nurse,I had enough time with the nurse,Religion,Church of Scotland,Muslim,0.71,0.47700000000000004,1.058,0.009411344448337215,0.43221427639126464
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Religion,Church of Scotland,Muslim,0.778,0.628,0.963,0.009411344448337215,0.43221427639126464
Medicines,It was easy enough for me to get my medicines,Religion,Church of Scotland,Muslim,0.8640000000000001,0.628,1.19,0.009411344448337215,0.43221427639126464
Medicines,I knew enough about what my medicines were for,Religion,Church of Scotland,Muslim,1.242,0.838,1.84,0.009411344448337215,0.43221427639126464
Medicines,I knew enough about possible side effects of my medicines,Religion,Church of Scotland,Muslim,0.8009999999999999,0.648,0.988,0.009411344448337215,0.43221427639126464
Medicines,I would know what to do if I had any problems with my medicines,Religion,Church of Scotland,Muslim,0.757,0.602,0.953,0.009411344448337215,0.43221427639126464
Medicines,I took my prescription as I was supposed to,Religion,Church of Scotland,Muslim,0.447,0.321,0.621,0.009411344448337215,0.43221427639126464
Overall care,I am treated with dignity and respect,Religion,Church of Scotland,Muslim,0.727,0.5920000000000001,0.893,0.009411344448337215,0.43221427639126464
Overall care,I am treated with kindness and understanding,Religion,Church of Scotland,Muslim,0.848,0.6970000000000001,1.031,0.009411344448337215,0.43221427639126464
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Religion,Church of Scotland,Muslim,0.654,0.526,0.813,0.009411344448337215,0.43221427639126464
Out of Hours,I felt that the person had all the information needed to treat me,Religion,Church of Scotland,Muslim,0.72,0.57,0.909,0.009411344448337215,0.43221427639126464
Out of Hours,I felt that I got the right treatment or advice,Religion,Church of Scotland,Muslim,0.7709999999999999,0.607,0.9790000000000001,0.009411344448337215,0.43221427639126464
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Religion,Church of Scotland,Buddhist,0.728,0.46399999999999997,1.1420000000000001,0.0031600134644051963,0.43221427639126464
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Religion,Church of Scotland,Buddhist,0.848,0.63,1.141,0.0031600134644051963,0.43221427639126464
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Religion,Church of Scotland,Buddhist,1.107,0.805,1.524,0.0031600134644051963,0.43221427639126464
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Religion,Church of Scotland,Buddhist,1.1540000000000001,0.88,1.514,0.0031600134644051963,0.43221427639126464
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Religion,Church of Scotland,Buddhist,1.062,0.7509999999999999,1.5,0.0031600134644051963,0.43221427639126464
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Religion,Church of Scotland,Buddhist,0.511,0.376,0.693,0.0031600134644051963,0.43221427639126464
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Religion,Church of Scotland,Buddhist,0.8290000000000001,0.5329999999999999,1.291,0.0031600134644051963,0.43221427639126464
At your GP surgery,How clean is your GP surgery or health centre?,Religion,Church of Scotland,Buddhist,0.78,0.613,0.992,0.0031600134644051963,0.43221427639126464
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Religion,Church of Scotland,Buddhist,1.05,0.764,1.443,0.0031600134644051963,0.43221427639126464
Doctor,The doctor listened to me,Religion,Church of Scotland,Buddhist,0.992,0.598,1.646,0.0031600134644051963,0.43221427639126464
Doctor,I felt that the doctor had all the information needed to treat me,Religion,Church of Scotland,Buddhist,0.635,0.462,0.873,0.0031600134644051963,0.43221427639126464
Doctor,The doctor was considerate and understanding,Religion,Church of Scotland,Buddhist,0.7,0.491,0.996,0.0031600134644051963,0.43221427639126464
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Religion,Church of Scotland,Buddhist,0.635,0.461,0.875,0.0031600134644051963,0.43221427639126464
Doctor,I felt confident in the doctor's ability to treat me,Religion,Church of Scotland,Buddhist,0.73,0.526,1.013,0.0031600134644051963,0.43221427639126464
Doctor,I had enough time with the doctor,Religion,Church of Scotland,Buddhist,0.9620000000000001,0.655,1.412,0.0031600134644051963,0.43221427639126464
